,emotion_tags,social_tags
Studio 1,"[('mellow', 14)]","[('pop', 100), ('00s', 57), ('british', 57), ('urban', 42), ('female vocalists', 42), ('singer-songwriter', 28), ('rnb', 28), ('2007', 28), ('girlband', 28), ('alanis morissette', 14), ('amy winehouse', 14), ('rihanna', 14), ('brandy', 14), ('tune', 14), ('missy elliott', 14), ('tweet', 14), ('all saints', 14), ('popi', 14), ('lollipop', 14), ('lilly allen', 14), ('much better than stupid aguilera', 14), ('kate nash', 14), ('colorfull', 14), ('alicedday', 14), ('tyler adam', 14), ('kaitlin mcneil', 14), ('mellow', 14), ('funky', 14), ('canadian', 14), ('swing', 14), ('horns', 14), ('canada', 14), ('chill', 14), ('esthero', 14), ('sweet', 14), ('catchy', 14), ('harmonies', 14), ('nelly furtado', 14), ('lovely', 14), ('summertime', 14), ('feist', 14), ('celine dion', 14), ('female voices', 0), ('11', 0), ('15', 0), ('55', 0), ('reunited and it feels so good', 0), ('female vocalist', 0), ('2006', 0), ('80s', 0), ('girl band', 0)]"
Awaken The Dreamers,nan,"[('deathcore', 100), ('death metal', 66), ('metalcore', 41), ('i want to have sex with this song', 20), ('<3', 12), ('technical death metal', 12), ('into your fucking heart', 8), ('i have had sex with this song', 8), ('great drums', 8), ('amazing voice', 8), ('fuckin awesome', 8), ('5 stars', 8), ('vocalist', 8), ('great', 8), ('interesting', 8), ('godlike', 8), ('hardcore', 4), ('as que tocam na alma', 4), ('rock me babe', 4), ('touched my soul', 4), ('fromhell', 4), ('silence eyes loves this shit', 4), ('their songs get stuck in my head alot', 4), ('brilliant riff', 4), ('a song i could die for', 4), ('grindcore', 4), ('heavy riffs', 4), ('awesomness', 4), ('damn hot', 4), ('awesome', 4), ('beautiful', 4), ('genius', 4), ('gorgeous', 4), ('good stuff', 4), ('dancepunk', 4), ('fucking amazing', 4), ('fucking great', 4), ('masterpiece', 4), ('seen live', 0)]"
International Anthems For The Human Race,nan,"[('baladas', 100), ('romanticas', 100), ('cross rhythms', 100)]"
The Fall Of Ideals,nan,"[('metalcore', 100), ('metal', 35), ('melodic death metal', 30), ('death metal', 27), ('hardcore', 25), ('heavy metal', 10), ('all that remains', 7), ('cow', 5), ('melodic metalcore', 5), ('rock', 4), ('deathcore', 4), ('thrash metal', 2), ('heavy', 2), ('american', 2), ('post-hardcore', 2), ('double kick', 2), ('atr', 1), ('gutteral', 1), ('4-star', 1), ('jump da fuck up', 1), ('double pedals ftw', 1), ('fucking right', 1), ('2000s metal', 1), ('consume', 1), ('all that', 1), ('cow metal', 1), ('toolss', 1), ('from hell s', 1), ('remains', 1), ('warped 2008', 1), ('the fall of ideals', 1), ('favorite song on the fall of ideals', 1), ('screamo', 1), ('favorites', 1), ('thrash', 1), ('favorite', 1), ('hxc', 1), ('american metal', 1), ('fucking awesome', 1), ('00s', 1), ('favorite song', 1), ('win', 1), ('2000s', 1), ('fire', 1), ('guitar hero', 1), ('metal-core', 1), ('prosthetic', 1), ('catalyst', 1), ('seen live', 0), ('9 lbs hammer', 0), ('sick', 0), ('love', 0)]"
"So Wrong, It's Right","[('sad', 26), ('mellow', 9), ('peaceful', 7), ('relaxing', 6), ('romantic', 3)]","[('acoustic', 100), ('all time low', 86), ('pop punk', 79), ('alternative', 57), ('emo', 41), ('love', 28), ('sad', 26), ('remembering sunday', 25), ('awesome', 15), ('chill', 15), ('amazing', 15), ('rock', 14), ('beautiful', 14), ('emotion', 12), ('favorite', 12), ('awesome lyrics', 10), ('mellow', 9), ('cute', 8), ('female vocalist', 8), ('duet', 8), ('cute and pretty yet sad', 8), ('peaceful', 7), ('alltimelow', 7), ('life', 7), ('alternative rock', 7), ('powerpop', 6), ('acoustic favorites', 6), ('fucking awesome', 6), ('songs about weekdays', 6), ('relaxing', 6), ('acoustic rock', 6), ('guitar', 4), ('emotional', 4), ('fucking good', 4), ('pop-punk', 4), ('featuring another band', 4), ('love it', 4), ('songs i love', 4), ('summer', 4), ('pretty', 3), ('power pop', 3), ('favorites', 3), ('lyrics', 3), ('sweet', 3), ('romantic', 3), ('slow emo', 3), ('love at first listen', 3), ('wonderful music', 3), ('beautiful lyrics', 3), ('sunday', 3), ('pop', 3), ('traurig', 3), ('could listen to till the end of time', 2), ('juliet simms', 2), ('male vocalists', 2), ('great', 2), ('indie', 2), ('00s', 2), ('punk', 2), ('all time love', 2), ('get', 2), ('favourite songs', 2), ('indie rock', 2), ('makes you think', 2), ('fuckin good', 2), ('most amazing bands in the fucking world', 2), ('favorite songs', 2), ('female vocalists', 2), ('thoughtful', 2), ('favorite bands', 2), ('punk rock', 2), ('punkpiniwi', 2), ('aw', 1), ('poem rock', 1), ('fave song', 1), ('urocze', 1), ('so good it gives me chills', 1), ('top classics', 1), ('sage', 1), ('relfective', 1), ('so wrong', 1), ('my emo boys', 1), ('piekne', 1), ('awesomenessss', 1), ('songs to sing', 1), ('the shizz', 1), ('the greatest of the greatest', 1), ('rock acoustic', 1), ('thais', 1), ('amaranth', 1), ('depressao garantida', 1), ('epic song', 1), ('malancholic', 1), ('melancholy songs', 1), ('makes me want to cry', 1), ('2007', 1), ('wedg', 1), ('muito boa -', 1), ('jangly american guitar pop', 1), ('love soongs', 1)]"
No Regrets,nan,"[('rnb', 100)]"
& The Way She Likes It,nan,"[('female vocalist', 100), ('catchy', 100), ('guitar', 50), ('acoustic', 50), ('english', 50), ('spring', 50), ('nochmal', 50), ('youtube', 50), ('my pop music', 50), ('nmml', 50)]"
No More Days To Waste,nan,"[('punk', 100), ('female vocalists', 75), ('aloha from hell', 75), ('rock n roll', 50), ('powerpop', 50), ('ellapauly', 50), ('swedish', 25), ('new', 25), ('victoriandustrial', 25), ('opheliac', 25), ('yulia rus', 25), ('klobuerste', 25)]"
Geladen & Entsichert,nan,"[('deutschrap', 100), ('die sekte', 75), ('berlin', 50), ('hiphop', 50), ('german', 50), ('hip hop', 25), ('hip-hop', 25), ('deutsch', 25), ('german rap', 25), ('aggro berlin', 25)]"
Forever Young,"[('party', 4), ('fun', 4)]","[('80s', 100), ('synthpop', 75), ('new wave', 55), ('pop', 40), ('synth pop', 26), ('alphaville', 22), ('german', 15), ('electronic', 15), ('shallow', 11), ('refreshing', 11), ('cute', 11), ('dance', 8), ('electronica', 8), ('synth', 8), ('rock', 6), ('new romantic', 6), ('germany', 6), ('synth-pop', 4), ('catchy', 4), ('retro', 4), ('dream', 4), ('golden 80s', 4), ('80er', 4), ('party', 4), ('fun', 4), ('electro', 4), ('shine on', 2), ('libarylovtch', 2), ('solo stuff', 2), ('synthiepop', 2), ('dated', 2), ('mymusiccc', 2), ('new wave disco', 2), ('electropearls', 2), ('the pedofinder general', 2), ('the beowulfs choice', 2), ('all-time fav', 2), ('electro-back', 2), ('reminds me of college', 2), ('funpop', 2), ('men in make-up', 2), ('the word set', 2), ('the word jet', 2), ('absolute disco', 2), ('akrazia', 2), ('magix', 2), ('scholes song', 2), ('my pleasuredome', 2), ('ogonj', 2), ('great', 2), ('love', 2), ('electropop', 2), ('cool', 2), ('english', 2), ('positive', 2), ('50s', 2), ('schlager', 2), ('deutsch', 2), ('bouncy', 2), ('minor', 2), ('electro pop', 2), ('1985', 2), ('pedal point', 2), ('great pop', 2), ('smile', 2), ('german pop', 2), ('good chord progressions', 2), ('own', 2), ('dance pop', 2), ('memories', 2), ('male vocalists', 2), ('heard on pandora', 0), ('newzenithspectrum', 0), ('the jet set', 0), ('saturdays in 1990', 0), ('tjs', 0), ('the best', 0), ('my theatre', 0), ('yay', 0), ('my 80s', 0), ('favorits', 0), ('rainbowfreezepoppers', 0), ('studio', 0), ('70und80er', 0)]"
Dreamscapes,"[('happy', 100)]","[('synthpop', 100), ('happy', 100), ('dancey', 100), ('alphaville - ariana', 100)]"
Salvation,nan,"[('synthpop', 100), ('new wave', 66), ('pop', 50), ('80s', 33), ('alphaville', 33), ('my fav fun', 16), ('the beowulfs choice', 16), ('absolute disco', 16), ('scholes song', 16), ('ai-music', 16), ('easy living', 16), ('retro hell', 16), ('love it', 16), ('new romantic', 16), ('diverse', 16), ('90s', 16), ('electronic', 16), ('seen live', 0)]"
In The Name Of The Father,nan,"[('death metal', 100), ('brilliant', 100), ('death thrash metal', 100)]"
One Day Remains,"[('melancholic', 4), ('relax', 3)]","[('rock', 100), ('alternative rock', 67), ('hard rock', 49), ('alter bridge', 37), ('alternative', 29), ('post-grunge', 16), ('metal', 9), ('emotional', 9), ('uplifting', 8), ('alternative metal', 8), ('broken wings', 6), ('melodic', 6), ('awesome', 6), ('guitar', 6), ('classic rock', 6), ('grunge', 6), ('to listen at night', 4), ('powerballad', 4), ('american', 4), ('rock ballad', 4), ('mmmm we like', 4), ('post grunge', 4), ('melancholic', 4), ('melancholic stuff', 3), ('woah dude', 3), ('metal ballad', 3), ('00s', 3), ('soundtrack of my life', 3), ('ballad', 3), ('emo', 3), ('beautiful', 3), ('favourites', 3), ('chill', 3), ('relax', 3), ('brooding', 3), ('favorite songs', 3), ('punk', 3), ('favorite intros', 3), ('tportal', 1), ('sound storm', 1), ('winduprecords', 1), ('alter bridge - broken wings', 1), ('for evening', 1), ('big song', 1), ('songs i can drum with', 1), ('thumper', 1), ('you make me cry when i want to', 1), ('brokenhearted', 1), ('kuschelrock', 1), ('naz', 1), ('reminder', 1), ('post-grunge rock', 1), ('thablackphoenix', 1), ('-4', 1), ('gatorade', 1), ('cool group', 1), ('kappe jazz', 1), ('myles kennedy', 1), ('ems fav', 1), ('songs zum nachdenken', 1), ('3-star', 1), ('rated 100', 1), ('random1', 1), ('grossos', 1), ('velocitywebdev hard rock', 1), ('lordlex92s', 1), ('simply the truth', 1), ('alter wings', 1), ('into a darkened room', 1), ('jute musikk', 1), ('kappe indi', 1), ('bushig', 1), ('kewse', 1), ('claudias', 1), ('powerfull vocals', 1), ('marc tremonti', 1), ('power rock', 1), ('power ballad', 1), ('get it', 1), ('damn good', 1), ('summertime', 1), ('cheesy', 1), ('rousing', 1), ('the best', 1), ('soulful', 1), ('brilliant', 1), ('fav', 1), ('love songs', 1), ('2004', 1), ('my favorites', 1), ('lyrics', 1), ('90s', 1), ('modern rock', 1), ('epic', 1), ('favorites', 1), ('heavy metal', 1), ('songsof2005', 1), ('personal playlist', 1), ('alter', 1), ('could listen to non-stop', 1)]"
Happy Birthday,nan,"[('pop - punk', 100), ('80s', 66), ('new wave', 66), ('post-punk', 66), ('rock', 33), ('80s pop', 33), ('glasgow', 33), ('perfect pop', 33), ('odd pop', 33), ('i want back to the 80s', 33), ('entomology', 33), ('pop', 0), ('favorite artists', 0), ('favourite tracks', 0), ('happy pop', 0), ('friendsofthekingofrummelpop', 0)]"
Liù,nan,nan
Other Songs,nan,"[('house', 100), ('dance', 70), ('follow me', 40), ('oldskool', 40), ('nyc club classic', 20), ('new york house', 20), ('electronic', 20), ('sundaymusic', 10), ('sexy sexy', 10), ('retro house', 10), ('homosexual intifada', 10), ('old school techno', 10), ('cool classic', 10), ('house classics', 10), ('deadly headly and chris sheppard', 10), ('tonepumpcrunchsweat', 10), ('bgirling', 10), ('jersey city fav', 10), ('makes me bounce', 10), ('sommer', 10), ('chicago house', 10), ('freestyle', 10), ('eletronica', 10), ('vocal house', 10), ('garage', 10), ('chicago', 10), ('classic', 10), ('groovy', 10), ('lounge', 10), ('anytime is housetime', 0), ('great memories', 0), ('wjlb-fm', 0)]"
Am I Blood,nan,"[('thrash metal', 100), ('finland', 100), ('metallica rip off', 100)]"
Killing My Darlings,nan,"[('pop', 100), ('female vocalists', 70), ('amanda jenssen', 41), ('swedish', 41), ('soul', 35), ('female vocalist', 17), ('amarula tree', 17), ('rock', 11), ('upbeat', 11), ('chill', 11), ('haunting', 11), ('idol', 11), ('svenskt', 11), ('grus', 5), ('retro soul', 5), ('listen once and i like it', 5), ('lesemusik', 5), ('glapop', 5), ('pumps', 5), ('kobitki', 5), ('catchy as hell', 5), ('hyllan i mitt huvud', 5), ('harikaa', 5), ('popbottnar', 5), ('amanda jenssen: amarula tree', 5), ('amanda amarula tree', 5), ('baksmalla', 5), ('lite lycklig', 5), ('lammis', 5), ('july 2009', 5), ('indie', 5), ('indie pop', 5), ('female', 5), ('top 40', 5), ('retro', 5), ('favorit', 5), ('i like it', 5), ('waves', 5), ('three', 5), ('lieblinge', 5), ('bra musik', 5), ('chillig', 5), ('rouge', 5), ('kalas', 5), ('need', 5), ('most wanted', 5), ('2008', 5), ('amarula tree by amanda jenssen', 0), ('to check out', 0), ('funky', 0)]"
I... Amanda Lepore,"[('fierce', 100)]","[('pop', 100), ('electronic', 100), ('catchy', 100), ('fierce', 100)]"
Everybody's Got A Story,"[('romantic', 100)]","[('rock', 100), ('romantic', 100), ('amanda marshall', 66), ('wedding', 66), ('marry me', 66), ('female vocalists', 66), ('toni braxton', 33), ('brandy', 33), ('alanis morissette', 33), ('diva', 33), ('celine dion', 33), ('00s', 33), ('love song', 33), ('singer-songwriter', 33), ('pop', 33), ('acoustic', 33), ('blues', 33), ('canadian', 33), ('love', 33), ('ballad', 16), ('chill', 16), ('canada', 16), ('2', 16), ('will you marry me', 16), ('sgn playlist', 16), ('tyler adam', 16), ('first dance', 0)]"
Gamera,nan,nan
The Death Of The Party,nan,nan
The Possibility And The Promise,"[('soothing', 2), ('relax', 2), ('relaxing', 2)]","[('emo', 100), ('pop punk', 83), ('amber pacific', 75), ('alternative', 72), ('punk', 54), ('punk rock', 45), ('rock', 43), ('gone so young', 29), ('alternative rock', 18), ('amber pacific - gone so young', 13), ('love', 13), ('favorites', 13), ('mustlove', 10), ('pop rock', 10), ('amazing', 10), ('favourite songs', 10), ('good', 8), ('metal', 8), ('punk pop', 8), ('loved', 8), ('indie', 8), ('cool', 5), ('brogon', 5), ('awsome rock', 5), ('stick in head', 5), ('story music', 5), ('coolness', 5), ('i luv this song', 5), ('acoustic', 5), ('three days grace', 5), ('love it', 5), ('slightly melancholy', 2), ('heartbreaker', 2), ('beautiful melodies', 2), ('my favourite band', 2), ('absolute love', 2), ('sxsw2006', 2), ('sxsw 2006', 2), ('sage', 2), ('he', 2), ('lyrics i love', 2), ('amber', 2), ('modern bands', 2), ('miss you', 2), ('pop punk rock', 2), ('muy peligroso', 2), ('acoustic guitar backup', 2), ('grobaldlikesit', 2), ('acoustic performance', 2), ('dango', 2), ('false lyrics', 2), ('significativa', 2), ('irgendwie schoen', 2), ('altpunk', 2), ('recentish bands', 2), ('pop punkish', 2), ('whinyish', 2), ('where ever u go i will be there', 2), ('gone so young - amber pacific', 2), ('yayayayay', 2), ('net surfin', 2), ('amber pacific- gone so young', 2), ('azul', 2), ('forget me not', 2), ('broken heart lyrics', 2), ('fon', 2), ('check-out', 2), ('blhjdfb love it', 2), ('ndvbdn', 2), ('fav lyrics', 2), ('my new myspace song', 2), ('punk-rock', 2), ('punk-pop', 2), ('fav', 2), ('hella', 2), ('best', 2), ('my favs', 2), ('favorite bands', 2), ('soothing', 2), ('sweet', 2), ('favorite songs', 2), ('relax', 2), ('favorite artists', 2), ('feel good', 2), ('favourites', 2), ('relaxing', 2), ('american', 2), ('awesome', 2), ('emocore', 2), ('indie rock', 2), ('sleep', 2), ('pop', 2), ('favourite', 2), ('soft rock', 2), ('nice', 2), ('rest in peace', 2), ('chilled rock', 2), ('purevolume', 2), ('neopunk', 2), ('rock ballads', 2)]"
Ambrosia,nan,"[('classic rock', 100), ('ambrosia', 60), ('rock', 40), ('70s', 40), ('male vocalists', 40), ('singles', 40), ('west coast', 20), ('harmonica', 20), ('adult contemporary', 20), ('all time favorites', 20), ('gh gh', 20), ('am gold', 20), ('prog related', 20), ('pop life', 0), ('wmps memphis', 0)]"
From Abuse To Apostasy,nan,"[('dark electro', 100), ('ebm', 78), ('industrial', 71), ('electro', 64), ('aggrotech', 64), ('harsh ebm', 35), ('harsh electro', 28), ('dxsfx', 14), ('electro industrial', 7), ('mexican', 7), ('favorites', 7), ('dark elektro', 7), ('purplevelvets loved tracks', 7), ('harsh elektro', 7), ('s62006', 7), ('apollyon dark electro list', 7), ('played at cyberia', 0)]"
No Sanctuary: The Spiderleg Recordings,nan,"[('punk', 100), ('crust punk', 100), ('crust', 100), ('british', 50)]"
À 20 Ans,nan,"[('cool', 100), ('5', 100), ('french zik', 100)]"
Infinite Possibilities,"[('romantic', 6), ('relax', 4), ('relaxing', 4), ('blue', 2), ('smooth', 2)]","[('soul', 100), ('love', 54), ('female vocalists', 54), ('neo-soul', 52), ('amel larrieux', 52), ('rnb', 17), ('make me whole', 13), ('jazz', 13), ('female vocalist', 10), ('piano', 6), ('acoustic', 6), ('romantic', 6), ('beautiful', 6), ('love songs', 4), ('my wedding song', 4), ('r and b', 4), ('down-lo', 4), ('emotion', 4), ('relax', 4), ('relaxing', 4), ('downtempo', 4), ('vocal', 4), ('singer-songwriter', 4), ('heart songs', 2), ('my own discovery mode', 2), ('vocal feminino', 2), ('just chill okay', 2), ('vanilla soul', 2), ('sonny', 2), ('likey', 2), ('smutasy', 2), ('greenwish village', 2), ('most underrated artists', 2), ('tranquilo', 2), ('slow jamz', 2), ('rnb love', 2), ('groove theory', 2), ('by the fire', 2), ('need', 2), ('groovyacousticsoul', 2), ('favorite lyrics', 2), ('ladies luv', 2), ('amel laurrieux', 2), ('makes me wole', 2), ('makes me whole', 2), ('amel larrieux - make me whole', 2), ('i am love', 2), ('karriem', 2), ('gives me chills everytime', 2), ('wedding day playlist', 2), ('i want to get married to this song', 2), ('lovesoul', 2), ('mr x', 2), ('vocal delight', 2), ('his arms around me', 2), ('honest music', 2), ('schmelzig', 2), ('krycucha', 2), ('relajado', 2), ('nachspielen', 2), ('interesting - check out', 2), ('favorite by this singer', 2), ('greatest love songs', 2), ('soul ballads', 2), ('angelic', 2), ('lovesongs', 2), ('truth', 2), ('cake', 2), ('i like', 2), ('new york city', 2), ('singer songwriter', 2), ('unplugged', 2), ('emotional', 2), ('fav', 2), ('smooth jazz', 2), ('vocals', 2), ('essential', 2), ('r&b', 2), ('blue', 2), ('ballad', 2), ('yeah', 2), ('female', 2), ('new york', 2), ('smooth', 2), ('favorite', 2), ('blues', 2), ('chillout', 2), ('lyrical genius', 2), ('anniversary', 2), ('on and on', 2), ('real music', 2), ('voices', 2), ('tha shiznit', 2), ('real', 2), ('r n b', 2), ('wedding', 2), ('sparse', 2), ('slow dance', 2), ('love it', 2), ('i am', 2)]"
The Complete Greatest Hits,"[('eerie', 3), ('depressing', 3), ('bleak', 3), ('mellow', 3)]","[('soft rock', 100), ('70s', 87), ('classic rock', 59), ('america', 46), ('rock', 37), ('-soft-rock-', 9), ('love', 9), ('folk rock', 9), ('folk-rock', 9), ('tweeltenbekclassics', 6), ('-yulunga-', 6), ('gh fgh', 6), ('us', 6), ('male vocalists', 6), ('memories', 6), ('all time favourites', 6), ('slow rock', 6), ('heartbreak songs', 6), ('folk', 6), ('acoustic', 6), ('progressive rock', 6), ('easy listening', 6), ('radiotsar approved', 3), ('rich classic rock', 3), ('america- i need you', 3), ('slgdmbestof', 3), ('marta-baladas', 3), ('oldiess', 3), ('lcsilvas', 3), ('solitear', 3), ('the evening shadows', 3), ('reflections of you', 3), ('tz', 3), ('ironman mellow', 3), ('pretty creepy', 3), ('storytelling auf hoechstem niveau', 3), ('upbeat mellow', 3), ('peter gouwe ouwe', 3), ('day driving long', 3), ('classic upbeat', 3), ('my-favorites', 3), ('nice and easy', 3), ('america - i need you', 3), ('wmps memphis', 3), ('new ambient on', 3), ('dance l', 3), ('happy creepy', 3), ('-favorites-', 3), ('song for track', 3), ('gh 3', 3), ('dreamy sun', 3), ('yo teen', 3), ('walton ave', 3), ('upbeat heavy', 3), ('status disco dance', 3), ('de mult neascultate', 3), ('last fm various', 3), ('ik2', 3), ('gertski pick', 3), ('olden and golden', 3), ('my worst memories', 3), ('agregar', 3), ('lumaro', 3), ('lentas extranjeras', 3), ('rich aor', 3), ('longhairdays', 3), ('gramusels dark secrets', 3), ('spiritual', 3), ('songwriter', 3), ('relationships', 3), ('goodbye', 3), ('creepy', 3), ('pretty', 3), ('best', 3), ('ballad', 3), ('disco', 3), ('oldies', 3), ('yacht rock', 3), ('eerie', 3), ('favorite', 3), ('chill', 3), ('depressing', 3), ('bleak', 3), ('american', 3), ('usa', 3), ('good', 3), ('slow', 3), ('west coast', 3), ('country', 3), ('ballads', 3), ('80s', 3), ('mellow', 3), ('i need you', 3), ('real good', 3), ('judy', 3), ('golden', 3), ('solemn', 3), ('klassiker', 3), ('buy', 3), ('serious', 3)]"
